id,start_time,end_time,namespace,app,chaosengine,experiment,status,verdict,duration_seconds,blast_radius,rollback_performed,rollback_time_seconds,rollback_reason,pod_name,node,host_ip,cpu_before_pct,cpu_during_pct,cpu_after_pct,memory_before_mb,memory_during_mb,memory_after_mb,latency_before_ms,latency_during_ms,latency_after_ms,error_rate_before_pct,error_rate_during_pct,error_rate_after_pct,probe_name,probe_success_pct,probe_checks,probe_details,resilience_score,raw_metric_snapshot,labels,annotation
62958a04-ad3b-4eca-bc28-bd83e46aeca2,2025-10-10T08:43:41.802690Z,2025-10-10T08:52:21.243079Z,litmus,orders,orders-disk-fill-chaos,disk-fill,Completed,Awaited,519.44,pod,False,,,orders-pod-27,node-8,10.0.136.41,35.01,95.11,29.46,335.81,538.98,296.85,159.27,197.07,142.11,0.97,14.1,9.34,custom-slo-probe,35.11,9,"{'probe_name': 'custom-slo-probe', 'checks': 9, 'success_percentage': 35.11, 'failures': 6}",,"litmus_chaosengine_experiment_verdict{app=""orders"",experiment=""disk-fill""} 0
litmus_chaosengine_experiment_duration_seconds{app=""orders"",experiment=""disk-fill""} 519.44
litmus_experiment_result_probe_success_percentage{app=""orders"",probe=""custom-slo-probe""} 35.11
","{'team': 'search-team', 'criticality': 'P0', 'release': 'v1.8.11'}",rollback-test
3597bb03-3343-47df-b882-a2483d98917e,2025-10-10T08:26:41.802690Z,2025-10-10T08:27:09.565722Z,staging,search,search-memory-stress-chaos,memory-stress,Completed,Error,27.76,pod,False,,,search-pod-8,node-13,10.0.97.66,18.01,54.4,24.14,290.4,757.54,337.81,40.21,120.78,134.07,4.6,29.53,10.56,readiness-probe,71.98,5,"{'probe_name': 'readiness-probe', 'checks': 5, 'success_percentage': 71.98, 'failures': 4}",,"litmus_chaosengine_experiment_verdict{app=""search"",experiment=""memory-stress""} 0
litmus_chaosengine_experiment_duration_seconds{app=""search"",experiment=""memory-stress""} 27.76
litmus_experiment_result_probe_success_percentage{app=""search"",probe=""readiness-probe""} 71.98
","{'team': 'search-team', 'criticality': 'P2', 'release': 'v4.10.25'}",pre-deployment-validation
d0f3ca7e-e937-4eab-97d5-d4a7a2cd3a40,2025-10-10T07:31:41.802690Z,2025-10-10T07:33:02.538930Z,qa,search,search-dns-failure-chaos,dns-failure,Completed,Awaited,80.74,pod,False,,,search-pod-40,node-19,10.0.154.104,12.19,42.28,13.79,279.15,484.89,267.58,43.53,132.9,131.67,3.98,10.77,3.0,http-response,66.39,10,"{'probe_name': 'http-response', 'checks': 10, 'success_percentage': 66.39, 'failures': 5}",,"litmus_chaosengine_experiment_verdict{app=""search"",experiment=""dns-failure""} 0
litmus_chaosengine_experiment_duration_seconds{app=""search"",experiment=""dns-failure""} 80.74
litmus_experiment_result_probe_success_percentage{app=""search"",probe=""http-response""} 66.39
","{'team': 'payments-team', 'criticality': 'P0', 'release': 'v3.7.12'}",on-demand-run
57e2b207-6206-4ba8-a1a5-0aced7bcc5a9,2025-10-10T09:04:41.802690Z,2025-10-10T09:05:14.299852Z,litmus,recommendation,recommendation-node-reboot-chaos,node-reboot,Completed,Awaited,32.5,cluster,True,48.53,slo-breach,recommendation-pod-37,node-7,10.0.196.127,1.22,53.79,6.62,87.31,271.14,22.49,191.64,290.41,177.67,1.25,35.18,4.73,db-connectivity,66.76,9,"{'probe_name': 'db-connectivity', 'checks': 9, 'success_percentage': 66.76, 'failures': 9}",,"litmus_chaosengine_experiment_verdict{app=""recommendation"",experiment=""node-reboot""} 0
litmus_chaosengine_experiment_duration_seconds{app=""recommendation"",experiment=""node-reboot""} 32.5
litmus_experiment_result_probe_success_percentage{app=""recommendation"",probe=""db-connectivity""} 66.76
","{'team': 'search-team', 'criticality': 'P1', 'release': 'v5.16.27'}",rollback-test
47f6c70e-a230-4ab7-af11-ff28270233ad,2025-10-10T07:23:41.802690Z,2025-10-10T07:32:40.641511Z,staging,recommendation,recommendation-io-stress-chaos,io-stress,Completed,Fail,538.84,namespace,False,,,recommendation-pod-18,node-17,10.0.248.161,18.16,68.11,12.85,167.55,608.71,83.67,31.02,101.46,29.36,1.07,17.66,3.04,db-connectivity,41.58,4,"{'probe_name': 'db-connectivity', 'checks': 4, 'success_percentage': 41.58, 'failures': 3}",56.05,"litmus_chaosengine_experiment_verdict{app=""recommendation"",experiment=""io-stress""} 0
litmus_chaosengine_experiment_duration_seconds{app=""recommendation"",experiment=""io-stress""} 538.84
litmus_experiment_result_probe_success_percentage{app=""recommendation"",probe=""db-connectivity""} 41.58
","{'team': 'growth', 'criticality': 'P2', 'release': 'v1.18.24'}",post-deployment-check
f7f4c6f3-e04f-49aa-b144-14b8b91614e8,2025-10-10T08:58:41.802690Z,2025-10-10T09:08:07.733976Z,qa,inventory,inventory-disk-fill-chaos,disk-fill,Completed,Fail,565.93,node,False,,,inventory-pod-39,node-8,10.0.249.57,19.94,47.16,23.32,329.35,677.65,397.45,183.99,379.94,228.08,4.53,28.21,10.49,readiness-probe,64.27,3,"{'probe_name': 'readiness-probe', 'checks': 3, 'success_percentage': 64.27, 'failures': 3}",54.63,"litmus_chaosengine_experiment_verdict{app=""inventory"",experiment=""disk-fill""} 0
litmus_chaosengine_experiment_duration_seconds{app=""inventory"",experiment=""disk-fill""} 565.93
litmus_experiment_result_probe_success_percentage{app=""inventory"",probe=""readiness-probe""} 64.27
","{'team': 'core-platform', 'criticality': 'P0', 'release': 'v3.12.20'}",on-demand-run
edb09afc-ed1f-4368-b418-a4c50a900b7c,2025-10-10T07:03:41.802690Z,2025-10-10T07:07:01.275944Z,qa,search,search-cpu-hog-chaos,cpu-hog,Completed,Pass,199.47,node,True,196.79,slo-breach,search-pod-2,node-18,10.0.26.244,2.57,4.74,0.0,343.73,635.46,291.44,95.24,109.26,188.97,2.33,12.58,4.76,http-response,60.72,2,"{'probe_name': 'http-response', 'checks': 2, 'success_percentage': 60.72, 'failures': 0}",68.56,"litmus_chaosengine_experiment_verdict{app=""search"",experiment=""cpu-hog""} 1
litmus_chaosengine_experiment_duration_seconds{app=""search"",experiment=""cpu-hog""} 199.47
litmus_experiment_result_probe_success_percentage{app=""search"",probe=""http-response""} 60.72
","{'team': 'search-team', 'criticality': 'P0', 'release': 'v5.0.19'}",rollback-test
85b95322-e089-449a-90b0-a2401f5c93e7,2025-10-10T07:10:41.802690Z,2025-10-10T07:14:42.812083Z,production,auth,auth-pod-kill-chaos,pod-kill,Completed,Fail,241.01,pod,False,,,auth-pod-44,node-20,10.0.61.204,21.78,68.09,13.16,276.64,233.6,260.65,98.55,179.59,122.01,4.46,22.85,4.3,liveness-probe,73.38,5,"{'probe_name': 'liveness-probe', 'checks': 5, 'success_percentage': 73.38, 'failures': 4}",66.16,"litmus_chaosengine_experiment_verdict{app=""auth"",experiment=""pod-kill""} 0
litmus_chaosengine_experiment_duration_seconds{app=""auth"",experiment=""pod-kill""} 241.01
litmus_experiment_result_probe_success_percentage{app=""auth"",probe=""liveness-probe""} 73.38
","{'team': 'growth', 'criticality': 'P1', 'release': 'v4.18.17'}",pre-deployment-validation
1a25edf4-f6a0-4127-8442-70ec22abc3f7,2025-10-10T07:55:41.802690Z,2025-10-10T08:04:01.087646Z,qa,payments,payments-cpu-hog-chaos,cpu-hog,Completed,Pass,499.28,cluster,False,,,payments-pod-40,node-13,10.0.172.8,8.09,22.94,14.05,169.12,603.3,209.36,55.98,48.11,149.75,0.43,29.23,4.29,liveness-probe,69.06,8,"{'probe_name': 'liveness-probe', 'checks': 8, 'success_percentage': 69.06, 'failures': 7}",66.33,"litmus_chaosengine_experiment_verdict{app=""payments"",experiment=""cpu-hog""} 1
litmus_chaosengine_experiment_duration_seconds{app=""payments"",experiment=""cpu-hog""} 499.28
litmus_experiment_result_probe_success_percentage{app=""payments"",probe=""liveness-probe""} 69.06
","{'team': 'payments-team', 'criticality': 'P0', 'release': 'v3.7.25'}",on-demand-run
2d91dfab-8800-4ab8-9f59-a0fca0ab7d5b,2025-10-10T07:30:41.802690Z,2025-10-10T07:37:21.858903Z,staging,user-service,user-service-io-stress-chaos,io-stress,Completed,Fail,400.06,node,False,,,user-service-pod-22,node-12,10.0.232.70,9.99,60.48,6.3,310.01,782.99,348.04,39.12,184.23,52.3,2.95,33.36,8.11,readiness-probe,83.26,5,"{'probe_name': 'readiness-probe', 'checks': 5, 'success_percentage': 83.26, 'failures': 1}",62.7,"litmus_chaosengine_experiment_verdict{app=""user-service"",experiment=""io-stress""} 0
litmus_chaosengine_experiment_duration_seconds{app=""user-service"",experiment=""io-stress""} 400.06
litmus_experiment_result_probe_success_percentage{app=""user-service"",probe=""readiness-probe""} 83.26
","{'team': 'search-team', 'criticality': 'P0', 'release': 'v3.0.45'}",rollback-test
db4e6e67-0502-47fa-9ebf-71a24d649fd0,2025-10-10T08:03:41.802690Z,2025-10-10T08:06:30.017929Z,staging,nginx,nginx-process-kill-chaos,process-kill,Completed,Pass,168.22,pod,False,,,nginx-pod-49,node-16,10.0.52.224,12.09,45.6,8.9,387.92,476.78,460.26,23.7,27.42,62.71,2.89,30.35,2.71,http-response,94.91,2,"{'probe_name': 'http-response', 'checks': 2, 'success_percentage': 94.91, 'failures': 0}",75.64,"litmus_chaosengine_experiment_verdict{app=""nginx"",experiment=""process-kill""} 1
litmus_chaosengine_experiment_duration_seconds{app=""nginx"",experiment=""process-kill""} 168.22
litmus_experiment_result_probe_success_percentage{app=""nginx"",probe=""http-response""} 94.91
","{'team': 'payments-team', 'criticality': 'P2', 'release': 'v4.19.38'}",rollback-test
2e4cd189-b350-45e7-91f2-c68de91dbb5a,2025-10-10T07:37:41.802690Z,2025-10-10T07:45:28.340346Z,qa,search,search-io-stress-chaos,io-stress,Completed,Pass,466.54,pod,True,189.53,manual-intervention,search-pod-28,node-10,10.0.30.157,26.76,37.75,20.24,76.27,27.74,66.37,119.17,170.33,126.95,3.53,31.65,6.98,liveness-probe,92.39,10,"{'probe_name': 'liveness-probe', 'checks': 10, 'success_percentage': 92.39, 'failures': 10}",71.74,"litmus_chaosengine_experiment_verdict{app=""search"",experiment=""io-stress""} 1
litmus_chaosengine_experiment_duration_seconds{app=""search"",experiment=""io-stress""} 466.54
litmus_experiment_result_probe_success_percentage{app=""search"",probe=""liveness-probe""} 92.39
","{'team': 'core-platform', 'criticality': 'P1', 'release': 'v1.17.14'}",on-demand-run
c3d18db7-80f9-4922-ae13-9633d240cfc0,2025-10-10T07:09:41.802690Z,2025-10-10T07:17:58.648230Z,production,payments,payments-pod-delete-chaos,pod-delete,Completed,Pass,496.85,cluster,False,,,payments-pod-37,node-10,10.0.224.32,12.86,41.04,8.3,238.99,429.76,258.6,178.0,322.25,230.45,0.13,9.29,6.22,http-response,58.71,1,"{'probe_name': 'http-response', 'checks': 1, 'success_percentage': 58.71, 'failures': 1}",62.56,"litmus_chaosengine_experiment_verdict{app=""payments"",experiment=""pod-delete""} 1
litmus_chaosengine_experiment_duration_seconds{app=""payments"",experiment=""pod-delete""} 496.85
litmus_experiment_result_probe_success_percentage{app=""payments"",probe=""http-response""} 58.71
","{'team': 'payments-team', 'criticality': 'P0', 'release': 'v4.16.41'}",post-deployment-check
4da9c38a-237a-49ad-8157-da259dc8d896,2025-10-10T07:02:41.802690Z,2025-10-10T07:04:34.788733Z,qa,search,search-dns-failure-chaos,dns-failure,Aborted,Pass,112.99,pod,True,102.29,slo-breach,search-pod-27,node-11,10.0.164.172,20.32,66.7,18.33,316.17,286.35,233.78,51.23,65.57,123.94,4.32,37.32,2.33,http-response,46.2,1,"{'probe_name': 'http-response', 'checks': 1, 'success_percentage': 46.2, 'failures': 0}",52.84,"litmus_chaosengine_experiment_verdict{app=""search"",experiment=""dns-failure""} 1
litmus_chaosengine_experiment_duration_seconds{app=""search"",experiment=""dns-failure""} 112.99
litmus_experiment_result_probe_success_percentage{app=""search"",probe=""http-response""} 46.2
","{'team': 'search-team', 'criticality': 'P2', 'release': 'v4.20.28'}",scheduled-experiment
c3ee40ee-cec8-4d30-90f7-feac28ef8d7a,2025-10-10T07:19:41.802690Z,2025-10-10T07:22:25.701152Z,qa,orders,orders-cpu-hog-chaos,cpu-hog,Failed,Pass,163.9,namespace,False,,,orders-pod-2,node-20,10.0.122.182,22.48,61.14,14.34,397.29,849.4,389.58,24.38,189.13,64.19,3.58,23.93,4.86,db-connectivity,98.02,4,"{'probe_name': 'db-connectivity', 'checks': 4, 'success_percentage': 98.02, 'failures': 3}",71.4,"litmus_chaosengine_experiment_verdict{app=""orders"",experiment=""cpu-hog""} 1
litmus_chaosengine_experiment_duration_seconds{app=""orders"",experiment=""cpu-hog""} 163.9
litmus_experiment_result_probe_success_percentage{app=""orders"",probe=""db-connectivity""} 98.02
","{'team': 'core-platform', 'criticality': 'P1', 'release': 'v2.19.32'}",on-demand-run
aa7fd4f0-5ab0-4200-a056-2e6af0f674fb,2025-10-10T08:03:41.802690Z,2025-10-10T08:06:31.169895Z,staging,search,search-memory-stress-chaos,memory-stress,Failed,Pass,169.37,namespace,False,,,search-pod-20,node-19,10.0.250.222,22.0,46.16,23.04,240.2,440.64,204.56,38.54,175.01,87.16,1.17,32.19,0.0,db-connectivity,70.52,7,"{'probe_name': 'db-connectivity', 'checks': 7, 'success_percentage': 70.52, 'failures': 6}",58.51,"litmus_chaosengine_experiment_verdict{app=""search"",experiment=""memory-stress""} 1
litmus_chaosengine_experiment_duration_seconds{app=""search"",experiment=""memory-stress""} 169.37
litmus_experiment_result_probe_success_percentage{app=""search"",probe=""db-connectivity""} 70.52
","{'team': 'core-platform', 'criticality': 'P1', 'release': 'v1.4.32'}",rollback-test
c961282b-f31c-463b-af06-bb99b4b325c0,2025-10-10T06:15:41.802690Z,2025-10-10T06:24:24.274376Z,qa,recommendation,recommendation-pod-kill-chaos,pod-kill,Running,Pass,522.47,node,False,,,recommendation-pod-42,node-5,10.0.38.121,25.31,53.13,16.92,165.0,485.9,171.72,190.87,312.5,277.36,2.44,24.08,7.85,liveness-probe,63.12,5,"{'probe_name': 'liveness-probe', 'checks': 5, 'success_percentage': 63.12, 'failures': 1}",59.53,"litmus_chaosengine_experiment_verdict{app=""recommendation"",experiment=""pod-kill""} 1
litmus_chaosengine_experiment_duration_seconds{app=""recommendation"",experiment=""pod-kill""} 522.47
litmus_experiment_result_probe_success_percentage{app=""recommendation"",probe=""liveness-probe""} 63.12
","{'team': 'payments-team', 'criticality': 'P1', 'release': 'v1.20.45'}",scheduled-experiment
262eb55c-9dc5-431b-bb3d-52a59067479f,2025-10-10T05:13:41.802690Z,2025-10-10T05:15:25.789738Z,litmus,inventory,inventory-pod-delete-chaos,pod-delete,Completed,Pass,103.99,namespace,False,,,inventory-pod-23,node-12,10.0.220.38,17.07,64.8,10.67,111.27,396.49,87.78,136.94,231.45,186.92,1.16,26.68,4.67,readiness-probe,89.89,8,"{'probe_name': 'readiness-probe', 'checks': 8, 'success_percentage': 89.89, 'failures': 4}",70.56,"litmus_chaosengine_experiment_verdict{app=""inventory"",experiment=""pod-delete""} 1
litmus_chaosengine_experiment_duration_seconds{app=""inventory"",experiment=""pod-delete""} 103.99
litmus_experiment_result_probe_success_percentage{app=""inventory"",probe=""readiness-probe""} 89.89
","{'team': 'core-platform', 'criticality': 'P0', 'release': 'v4.11.37'}",pre-deployment-validation
0f652978-4bd6-4548-916b-d1289476235e,2025-10-10T05:31:41.802690Z,2025-10-10T05:38:37.539230Z,production,recommendation,recommendation-cpu-hog-chaos,cpu-hog,Aborted,Awaited,415.74,node,False,,,recommendation-pod-7,node-8,10.0.195.147,12.54,61.49,2.98,340.51,508.2,242.13,173.15,326.6,269.98,4.55,34.36,12.54,custom-slo-probe,77.57,4,"{'probe_name': 'custom-slo-probe', 'checks': 4, 'success_percentage': 77.57, 'failures': 4}",,"litmus_chaosengine_experiment_verdict{app=""recommendation"",experiment=""cpu-hog""} 0
litmus_chaosengine_experiment_duration_seconds{app=""recommendation"",experiment=""cpu-hog""} 415.74
litmus_experiment_result_probe_success_percentage{app=""recommendation"",probe=""custom-slo-probe""} 77.57
","{'team': 'search-team', 'criticality': 'P0', 'release': 'v2.19.16'}",on-demand-run
e97826cc-ad6a-4349-8768-edc84cb57d63,2025-10-10T07:47:41.802690Z,2025-10-10T07:56:44.327894Z,qa,nginx,nginx-cpu-hog-chaos,cpu-hog,Running,Pass,542.53,cluster,True,64.23,slo-breach,nginx-pod-9,node-3,10.0.151.84,35.18,60.79,35.22,145.38,185.88,228.19,188.89,382.04,204.31,4.35,36.52,7.97,readiness-probe,14.08,4,"{'probe_name': 'readiness-probe', 'checks': 4, 'success_percentage': 14.08, 'failures': 3}",31.37,"litmus_chaosengine_experiment_verdict{app=""nginx"",experiment=""cpu-hog""} 1
litmus_chaosengine_experiment_duration_seconds{app=""nginx"",experiment=""cpu-hog""} 542.53
litmus_experiment_result_probe_success_percentage{app=""nginx"",probe=""readiness-probe""} 14.08
","{'team': 'search-team', 'criticality': 'P0', 'release': 'v4.0.16'}",rollback-test
7ab20a23-df9f-4828-ab49-878124ebabc1,2025-10-10T07:43:41.802690Z,2025-10-10T07:48:17.400377Z,qa,inventory,inventory-node-reboot-chaos,node-reboot,Failed,Awaited,275.6,node,False,,,inventory-pod-7,node-8,10.0.241.7,9.63,14.06,16.11,368.29,484.49,349.95,28.82,217.53,45.34,2.46,6.35,11.11,liveness-probe,38.86,6,"{'probe_name': 'liveness-probe', 'checks': 6, 'success_percentage': 38.86, 'failures': 5}",,"litmus_chaosengine_experiment_verdict{app=""inventory"",experiment=""node-reboot""} 0
litmus_chaosengine_experiment_duration_seconds{app=""inventory"",experiment=""node-reboot""} 275.6
litmus_experiment_result_probe_success_percentage{app=""inventory"",probe=""liveness-probe""} 38.86
","{'team': 'growth', 'criticality': 'P2', 'release': 'v2.13.41'}",scheduled-experiment
0f7468a3-2d5f-4ad2-9191-de5074474355,2025-10-10T04:33:41.802690Z,2025-10-10T04:39:53.115757Z,staging,inventory,inventory-pod-delete-chaos,pod-delete,Completed,Pass,371.31,node,False,,,inventory-pod-16,node-12,10.0.50.252,36.17,81.31,27.38,146.56,629.07,236.36,165.01,174.26,170.46,3.2,42.04,1.81,custom-slo-probe,24.36,3,"{'probe_name': 'custom-slo-probe', 'checks': 3, 'success_percentage': 24.36, 'failures': 1}",42.47,"litmus_chaosengine_experiment_verdict{app=""inventory"",experiment=""pod-delete""} 1
litmus_chaosengine_experiment_duration_seconds{app=""inventory"",experiment=""pod-delete""} 371.31
litmus_experiment_result_probe_success_percentage{app=""inventory"",probe=""custom-slo-probe""} 24.36
","{'team': 'payments-team', 'criticality': 'P2', 'release': 'v2.18.13'}",on-demand-run
